i	212.642
t	212.68
h	212.798
h	213.042
t	213.188
h	213.812
i	214.055
t	214.563
t	215.622
t	215.776
i	215.844
t	217.041
i	217.774
h	218.791
t	219.464
i	219.759
h	219.78
h	220.38
h	220.845
h	220.929
h	220.98
t	221.017
h	221.291
h	222.271
t	222.692
h	223.435
h	223.472
t	224.166
h	224.6
h	225.24
i	226.897
t	226.931
i	227.205
i	227.279
h	227.6
i	228.316
h	228.667
t	229.255
h	229.555
i	229.787
t	230.014
h	230.302
t	230.515
i	230.758
t	230.763
h	231.042
h	231.124
t	231.66
i	232.34
t	233.24
i	233.587
h	233.816
t	234.81
i	234.949
h	235.168
t	235.199
t	235.287
i	236.704
h	237.133
h	237.596
h	237.684
h	238.966
h	240.07
h	240.94
i	241.277
h	242.142
h	243.008
h	243.347
t	243.587
t	244.399
t	244.515
h	244.814
h	245.142
h	245.195
t	245.87
h	245.961
i	246.971
i	246.988
t	248.148
t	248.692
h	248.971
h	249.626
h	249.921
i	250.573
h	251.05
h	251.469
t	251.563
t	251.577
t	252.468
i	252.865
h	253.068
i	253.991
h	254.009
t	254.638
t	255.896
i	256.894
t	257.168
i	257.179
h	257.695
t	258.166
h	258.234
h	258.403
h	258.753
i	258.854
h	260.017
h	261.052
h	261.086
t	261.211
h	261.471
t	261.798
h	261.957
i	263.896
i	263.963
i	264.581
h	264.792
h	265.052
t	265.146
t	266.193
t	267.134
i	267.205
i	267.433
h	267.807
h	267.979
h	268.049
t	268.702
h	269.268
t	269.504
i	269.693
i	269.786
t	269.94
h	270.238
h	270.399
h	271.38
h	272.317
h	273.761
h	274.702
i	275.583
t	275.663
t	276.069
h	276.108
i	276.702
h	276.937
i	278.046
t	278.361
i	279.295
h	279.355
t	279.422
i	279.428
t	279.519
i	279.764
t	281.507
t	281.792
i	282.605
h	283.637
i	283.889
i	284.167
h	284.37
h	285.381
t	285.466
i	286.456
i	286.575
i	286.992
h	287.318
h	287.548
h	288.438
t	288.641
h	288.902
t	289.108
h	289.347
t	290.042
h	290.152
h	290.396
t	290.434
h	291.771
h	292.168
h	292.626
h	293.145
i	293.962
h	294.137
i	294.209
t	294.27
i	295.731
h	295.96
h	296.678
h	298.015
t	298.761
t	299.497
i	299.571
t	299.905
i	299.982
t	300.911
i	301.314
h	301.451
h	302.824
i	303.441
h	303.469
h	303.9
h	304.516
t	304.586
h	306.332
t	306.638
i	306.875
i	307.192
i	307.197
t	307.329
h	307.597
h	307.844
h	308.112
h	309.235
i	309.365
i	309.688
h	309.876
h	309.916
t	309.959
h	310.494
i	310.912
i	311.097
i	312.014
h	313.329
t	314.39
i	315.041
h	315.304
t	315.567
h	316.595
i	317.71
h	318.071
h	318.127
i	318.412
t	318.517
i	318.651
h	319.361
i	321.137
h	321.414
h	321.701
h	321.741
t	322.133
t	322.507
t	322.974
i	323.149
h	323.208
h	323.3
i	323.364
h	323.506
i	323.867
i	324.217
h	324.477
h	324.559
t	324.862
i	325.611
i	326.199
h	326.298
t	326.542
i	326.936
t	327.124
h	327.947
h	327.983
h	328.239
h	328.731
t	329.166
t	329.625
i	329.987
h	330.52
i	331.602
t	331.763
t	331.852
i	332.006
i	332.122
i	332.685
i	333.058
h	333.361
h	333.374
t	333.563
h	334.381
h	334.445
i	334.518
h	334.603
i	334.866
i	335.102
h	335.44
t	335.586
i	335.643
i	336.526
t	336.951
t	337.011
h	337.229
h	337.284
t	337.361
i	337.641
i	338.247
i	338.343
t	338.769
h	339.428
t	340.684
h	341.436
h	341.439
t	341.565
t	341.769
i	342.28
i	342.326
h	342.481
i	343.902
h	343.988
i	344.859
t	344.872
h	345.087
t	345.251
t	345.973
h	346.15
i	346.224
h	346.47
h	346.488
h	346.799
h	346.894
h	347.022
i	347.331
t	347.469
i	347.656
t	347.757
h	348.835
t	351.088
h	351.141
t	351.559
i	351.59
i	351.78
h	352.112
i	352.41
h	352.687
h	353.192
t	353.512
i	353.673
t	353.694
h	354.206
i	354.582
h	354.598
t	355.611
t	355.665
t	356.533
h	356.667
i	357.163
i	357.171
t	357.688
h	359.128
i	359.548
h	359.954
t	360.617
h	361.426
i	361.601
h	361.85
i	361.969
i	362.122
i	362.127
h	362.161
i	362.859
h	363.647
t	364.068
t	364.595
h	364.805
h	364.882
h	365.823
h	366.024
i	366.078
i	366.096
i	366.504
h	366.681
h	366.902
h	366.911
i	367.493
h	367.783
i	367.913
t	368.034
h	368.85
t	368.875
t	369.159
h	369.564
h	370.091
h	370.221
h	371.625
h	371.841
t	371.91
i	371.941
i	372.027
h	372.632
i	374.483
i	375.036
h	375.148
h	375.256
h	375.637
h	376.634
i	376.798
h	377.032
t	377.262
i	377.671
h	378.476
h	378.559
t	379.298
t	379.342
i	379.429
i	379.795
h	380.511
t	381.078
i	381.411
i	381.836
i	382.659
t	382.796
h	383.219
t	383.277
t	383.339
h	383.701
h	384.162
t	384.365
h	384.395
t	384.591
t	385.059
t	386.387
t	387.327
i	387.415
h	388.065
i	388.13
i	388.284
i	388.857
t	389.391
h	389.584
h	389.61
h	390.744
h	390.913
i	391.013
h	391.286
h	391.936
h	392.311
h	392.655
t	392.746
h	393.168
h	393.254
h	393.349
t	393.542
i	393.615
h	393.719
i	394.154
i	394.369
i	394.971
h	395.155
i	395.769
h	395.835
i	396.483
h	396.514
i	397.031
h	397.453
t	399.061
h	399.074
t	399.526
h	399.557
t	400.372
h	400.529
i	400.57
i	400.843
i	401.928
h	402.113
h	403.573
t	403.645
t	403.661
t	404.105
i	404.799
h	404.971
h	405.296
t	405.645
h	406.358
h	406.533
h	406.56
i	407.658
h	407.781
t	408.145
i	408.213
i	408.578
h	409.074
i	409.259
h	410.152
i	410.595
t	410.632
t	410.683
i	411.013
t	411.31
h	411.333
i	411.573
t	411.74
i	411.828
h	412.23
i	412.752
h	413.825
h	413.996
i	414.646
h	414.699
h	414.725
i	414.877
t	415
t	415.207
t	415.284
h	415.689
h	416.53
h	417.41
i	417.545
i	418.877
t	418.952
i	418.995
t	419.663
t	419.701
i	419.733
i	420.43
h	420.618
h	421.074
i	421.427
t	422.44
t	422.871
h	422.926
t	423.14
t	423.456
t	423.513
h	423.949
h	424.046
h	425.159
i	425.187
i	425.471
h	426.17
h	426.2
t	426.352
h	426.784
h	426.856
h	427.532
i	427.916
i	428.233
h	429.044
i	429.376
h	429.997
h	430.017
t	430.155
h	430.539
t	430.964
h	431.352
h	432.053
h	432.249
t	432.28
t	432.623
t	432.647
i	432.781
h	433.319
t	434.169
h	435.232
t	435.35
h	435.653
h	436.463
h	436.498
h	436.713
i	436.999
t	437.212
t	437.784
t	437.986
h	438.135
t	438.293
h	438.671
i	438.787
h	438.859
h	438.992
h	439.142
h	439.326
i	439.335
h	439.896
h	440.116
h	440.417
i	440.491
h	440.682
h	440.735
t	441.393
t	441.423
i	441.733
i	442.475
h	443.122
h	443.514
i	443.604
t	443.797
h	443.847
i	444.132
h	444.32
i	445.101
h	446.075
h	447.393
h	447.989
h	448.1
h	448.312
h	448.52
t	448.532
i	448.936
i	448.945
h	449.638
t	449.673
h	450.308
h	450.929
t	450.98
t	451.466
i	452.217
t	453.505
t	453.885
i	453.899
h	454.488
h	455.249
h	455.349
i	455.899
t	456.047
h	456.239
t	457.123
t	457.763
h	457.956
h	458.27
t	458.438
t	459.324
t	459.344
h	460.348
t	461.513
h	461.545
t	461.8
t	462.241
h	462.481
h	462.79
i	463.705
t	464.714
t	464.924
i	465.203
h	465.799
h	466.801
h	467.159
h	467.521
h	469.333
i	469.386
i	469.399
i	469.72
t	469.875
t	469.978
t	470.377
h	470.633
i	471.221
h	471.372
i	471.737
i	472.522
h	472.559
t	472.657
i	473.135
i	473.305
h	473.409
i	474.18
i	474.636
t	474.831
h	475.141
h	475.152
i	475.489
t	475.943
h	476.395
i	476.933
i	476.941
h	477.615
t	478.733
i	479.209
h	479.827
t	480.292
i	480.395
t	480.63
h	480.722
i	480.996
i	481.057
h	481.182
h	481.275
t	481.932
i	482.762
i	482.852
t	483.546
h	483.852
t	484.18
h	485.396
t	485.649
i	485.914
h	487.168
h	487.178
i	487.332
t	487.787
h	487.943
h	487.974
h	488.305
h	489.04
t	489.214
t	489.287
t	489.331
t	489.777
t	490.112
i	490.719
h	490.781
i	490.852
t	490.954
h	491.28
h	491.383
i	491.583
h	491.615
h	492.338
h	492.431
h	492.915
i	492.955
h	493.214
h	493.283
h	493.322
h	493.642
t	494.344
t	494.889
i	494.93
h	495.451
t	495.952
t	495.952
t	496.091
h	496.881
i	498.159
h	498.389
h	498.469
i	499.092
t	499.184
h	499.681
h	500.5
h	502.109
h	502.475
h	502.862
t	503.16
h	503.205
t	503.405
h	503.532
h	503.886
t	505.396
h	506.309
t	507.832
h	508.168
t	508.617
t	508.903
h	508.932
h	509.202
i	509.338
i	510.184
h	510.465
h	510.648
i	510.655
i	510.764
i	511
t	511.731
h	512.519
h	513.328
i	513.616
i	513.988
h	514.863
t	515.103
i	515.861
h	515.952
i	516.685
t	516.813
h	517.122
h	518.342
h	518.355
h	518.505
t	518.821
i	519.131
i	519.867
h	519.983
t	520.306
h	520.322
t	520.517
h	520.817
h	522.192
i	522.487
t	522.526
i	523.114
h	523.187
h	523.467
h	523.814
h	524.989
i	525.23
i	525.344
i	525.948
t	526.504
t	527.622
h	530.514
t	530.847
t	530.913
h	531.295
t	531.813
i	532.636
h	532.728
i	534.588
h	534.732
i	534.852
h	534.974
t	535.223
h	535.253
t	535.367
t	535.705
i	535.779
t	536.821
t	537.269
i	537.274
t	537.804
h	538.318
h	538.831
h	539.124
i	539.191
h	539.409
i	539.498
t	539.526
h	539.757
i	539.809
t	539.847
t	540.111
i	540.289
t	540.349
h	540.37
h	541.791
h	541.982
t	542.359
t	542.459
i	542.909
t	543.248
h	543.324
t	544.073
t	544.763
t	544.844
t	544.934
t	545.131
t	546.065
i	546.609
h	546.613
h	546.782
h	546.888
h	547.323
i	547.523
h	547.851
h	548.178
i	548.595
h	548.612
h	549.117
t	549.178
h	549.447
t	549.61
h	549.662
i	549.675
t	550.509
i	551.219
t	551.27
h	551.558
h	551.688
h	551.937
i	552.339
t	552.928
i	553.389
h	553.592
t	554.018
i	554.811
h	554.814
t	555.078
t	555.21
h	555.382
i	555.494
t	555.57
h	556.097
h	556.446
h	556.608
i	557.327
i	558.343
h	558.4
t	558.407
h	559.417
i	559.619
i	560.369
i	561.243
t	561.491
t	561.926
h	562.41
h	562.728
h	563.541
h	563.708
i	564.078
h	564.518
i	564.788
h	565.047
h	565.076
i	565.119
t	565.131
t	565.48
i	566.56
t	567.927
t	568.105
t	568.62
t	568.912
h	569.416
h	569.914
i	570.261
i	570.273
i	571.228
h	571.789
i	571.815
h	572.198
t	573.276
t	573.416
h	573.424
h	573.896
h	573.923
t	575.077
h	576.767
t	577.307
i	577.383
h	577.992
t	578.261
h	578.39
i	578.743
h	578.904
h	579.107
h	579.286
t	579.932
t	580.122
h	580.418
h	580.445
t	581.567
t	582.637
h	583.378
i	584.133
h	584.144
h	584.2
t	585.509
h	586.074
i	586.128
t	588.331
t	588.442
h	589.656
h	590.203
h	591.071
h	591.487
h	591.534
h	592.06
h	592.333
h	592.683
i	594.918
h	595.354
h	595.559
h	595.662
i	595.748
t	596.153
i	596.425
t	596.752
h	596.918
h	596.948
i	596.978
i	597.577
h	597.63
t	598.832
i	598.978
i	599.084
i	599.714
i	599.95
h	600.369
i	600.581
t	600.605
i	601.263
i	601.598
i	602.214
t	602.45
h	602.593
i	602.628
t	603.076
i	603.158
t	603.941
i	603.996
t	604.921
h	605.15
h	606.977
t	607.132
t	607.448
h	607.449
t	607.6
t	607.709
h	607.972
h	609.253
t	609.594
h	609.927
h	610.246
i	610.571
i	610.599
t	611.654
i	611.764
i	613.671
i	613.743
i	613.752
h	613.805
i	614.091
i	614.498
h	614.549
h	614.747
h	615.412
h	615.458
i	615.774
h	615.932
i	616.241
i	616.495
i	616.634
h	616.803
t	617.168
t	617.809
i	618.489
i	618.544
t	619.115
i	619.593
i	619.937
t	619.994
i	620.096
t	620.335
t	621.029
i	623.297
h	624.22
h	624.395
h	624.783
t	625.865
i	626.055
h	626.209
h	626.48
h	627.455
h	627.939
h	628.017
h	628.044
i	628.18
i	628.298
h	628.792
i	628.801
i	628.936
t	630.351
h	630.479
h	630.671
h	630.909
h	631.021
h	631.358
h	631.361
i	632.013
i	632.194
h	632.226
t	632.26
i	632.471
i	633.174
i	633.437
i	634.279
i	634.293
i	634.421
t	634.811
i	635.417
t	635.848
t	636.523
h	637.755
t	639.031
t	640.135
t	640.253
h	640.987
h	641.015
h	641.664
i	641.695
h	642.242
h	642.548
h	642.656
h	643.028
t	643.03
h	643.354
h	643.522
h	644.25
h	644.507
h	644.596
h	644.821
i	644.903
h	645.306
t	645.319
t	645.573
h	646.544
h	646.817
h	646.829
h	647.146
h	647.214
t	647.438
h	647.623
h	648.123
t	648.35
i	648.413
i	648.749
h	650.676
t	650.83
h	650.869
i	650.888
t	651.776
i	652.042
h	652.247
i	652.272
h	652.345
t	652.452
t	653.275
h	653.544
i	653.649
i	654.246
t	654.354
h	654.427
h	654.454
i	655.693
i	656.11
t	656.173
i	656.669
i	657.248
t	657.263
t	657.287
t	657.329
h	657.695
i	658.104
t	658.342
h	658.651
i	658.671
i	658.765
t	658.915
t	659.565
h	659.969
i	660.279
h	660.683
i	661.769
t	661.955
h	661.969
t	662.255
i	662.708
t	662.871
h	663.138
t	663.653
h	664.236
h	664.33
t	664.574
i	664.644
h	664.861
t	665.721
t	666.113
t	667.022
t	667.172
h	667.256
t	667.425
h	668.423
i	670.566
t	670.855
i	671.091
t	671.484
h	671.512
t	672.024
t	672.722
t	672.82
h	673.169
t	673.333
h	673.979
h	674.232
i	674.587
i	675.311
h	675.505
h	675.534
t	677.161
i	677.734
t	678.262
h	678.906
h	679.229
t	679.534
t	679.745
h	679.926
h	680.167
h	681.918
i	682.486
i	683.193
t	683.243
h	683.648
i	684.161
h	684.323
h	684.357
h	684.512
h	685.163
h	685.787
t	686.152
i	686.612
h	686.747
h	687.212
h	687.445
h	687.501
t	687.508
t	687.548
t	687.813
h	687.965
h	688.331
i	688.369
h	689.458
i	690.695
i	692.202
i	692.6
i	692.8
h	692.805
i	693.133
i	693.246
t	693.468
t	693.609
i	694.095
h	694.558
h	695.179
h	696.223
h	696.489
h	696.732
i	697.033
t	697.161
t	697.18
i	697.245
t	697.252
h	697.48
t	697.56
t	699.071
t	699.302
h	699.441
h	700.088
h	700.771
h	701.305
h	701.585
i	701.828
i	702.842
h	703.331
t	703.399
h	704.425
i	704.56
h	704.879
h	705.263
t	705.605
h	705.781
h	706.043
i	706.994
h	707.06
h	707.32
i	707.623
i	709.297
i	709.426
t	710.051
i	710.774
i	710.82
t	711.354
t	711.726
t	711.78
h	711.936
i	712.024
i	712.416
h	712.576
h	713.952
t	714.996
h	715.049
t	715.345
t	715.39
h	716.298
h	716.769
h	716.867
h	716.933
h	717.911
t	718.861
h	719.618
i	719.839
t	720.135
i	720.209
t	720.447
h	720.758
t	720.829
h	721.014
i	721.864
h	722.036
h	722.129
i	722.777
h	723.621
h	724.47
t	724.864
h	724.885
h	725.307
i	725.331
i	725.829
h	726.196
t	726.388
h	726.641
t	726.86
t	727.055
t	727.995
t	728.132
t	728.949
i	729.016
t	729.059
h	729.22
i	729.937
h	731.178
h	731.578
h	731.78
t	733.373
h	733.415
t	733.793
t	733.954
i	734.034
h	734.063
t	734.953
h	735.61
h	736.718
i	737.048
i	737.55
t	738.481
t	738.625
t	739.586
t	739.986
i	740.139
h	741.291
h	741.411
t	741.82
t	742.602
i	742.706
i	742.76
h	743.002
t	743.516
i	744.197
t	744.401
h	744.477
t	744.491
h	745.142
h	745.772
h	747.033
t	747.235
t	747.53
h	747.652
h	747.746
h	747.815
h	748.007
h	748.158
i	748.584
i	752.289
h	752.338
t	752.695
h	752.999
h	753.114
i	753.425
i	753.807
i	754.105
t	754.195
h	754.501
t	754.692
h	756.427
i	757.314
i	757.383
i	757.438
t	757.67
i	758.005
h	758.013
t	758.207
h	758.29
i	759.157
i	759.824
h	760.179
h	761.181
i	761.574
t	761.774
t	761.821
t	762.356
h	763.308
h	763.964
h	765.454
i	765.592
t	765.845
t	766.12
t	767.112
i	767.494
i	767.833
t	768.027
i	768.246
h	768.973
t	769.304
h	769.405
h	769.51
i	769.672
h	770.664
i	770.983
h	771.021
h	771.124
i	771.277
t	771.94
h	771.983
t	772.752
i	773.76
h	773.953
i	774.565
h	775.469
i	776.576
i	776.794
t	778.549
t	778.704
t	780.82
i	780.861
h	780.883
i	781.69
i	782.935
i	783.051
i	783.328
h	783.677
h	783.922
h	784.177
h	784.998
h	785.504
h	785.641
i	785.979
t	786.645
t	786.682
t	786.886
h	786.927
h	787.732
h	787.856
h	788.367
i	788.59
h	788.684
h	788.898
h	788.952
t	789.166
h	789.657
h	789.879
h	790.178
t	790.36
t	790.767
i	792.589
h	792.841
i	793.484
i	793.666
t	794.673
i	795.471
h	795.686
t	795.894
h	798.012
i	798.319
h	798.903
h	799.584
h	799.826
h	799.864
t	800.023
h	800.244
i	800.904
i	801.074
i	801.362
h	801.581
t	801.68
h	802.594
i	802.75
i	802.979
h	803.175
i	803.581
t	803.747
h	804.631
h	805.127
i	805.719
h	806.973
h	807.187
i	807.281
h	807.542
t	807.695
i	808.473
h	808.514
h	809.175
h	809.308
i	809.523
i	809.811
i	810.111
h	810.155
t	810.624
h	810.886
i	811.533
h	812.147
i	812.567
i	812.676
h	813.106
i	813.833
h	814.161
t	814.43
t	814.635
h	814.722
i	814.78
t	814.893
i	815.587
t	815.998
i	816.247
i	816.351
t	816.975
i	818.553
h	818.923
t	819.351
i	821.117
i	821.36
h	821.59
h	821.884
h	822.17
h	822.266
h	822.271
t	822.322
h	822.456
t	822.875
h	823.285
i	823.457
i	823.741
i	823.836
i	823.914
h	825.359
i	825.929
h	825.93
t	826.184
h	826.234
h	826.473
t	826.729
t	826.934
i	827.32
h	827.65
t	828.37
t	831.302
t	831.472
h	831.521
h	831.77
h	831.839
h	832.159
t	833.206
h	833.464
i	833.749
h	833.758
t	834.417
i	835.73
i	835.969
t	836.706
h	836.987
h	837.346
h	837.732
t	838.797
i	838.841
i	839.269
h	839.354
t	839.509
h	839.543
i	839.722
i	840.103
t	841.042
h	841.185
h	841.779
h	842.296
i	842.41
h	842.903
t	842.962
h	843.619
h	843.732
t	843.848
h	844.635
h	844.903
h	844.916
h	845.235
t	846.459
h	846.715
t	846.732
h	847.533
h	847.557
h	847.866
i	848.149
h	848.58
i	848.874
i	848.885
t	849.117
t	849.356
h	849.663
h	849.86
h	850.038
h	850.157
t	850.879
h	851.546
h	851.953
h	852.114
t	852.332
h	852.669
h	853.862
h	853.865
i	855.003
h	855.95
i	856.173
i	856.535
i	856.728
h	857.116
t	857.271
i	857.48
h	857.627
h	858.279
t	859.138
i	859.17
t	859.892
t	860.726
h	861.042
h	863.047
t	863.799
h	864.363
t	864.785
h	864.817
t	865.901
h	867.182
t	867.203
t	867.454
t	867.839
h	867.86
h	868.25
t	868.313
h	868.917
i	868.976
h	869.02
h	869.038
t	869.127
i	869.139
h	869.55
h	870.18
h	871.431
t	871.511
h	871.538
t	872.719
i	873.452
h	874.373
t	874.385
i	874.963
t	875.286
t	876.142
i	876.29
i	877.728
h	878.02
h	879.078
t	879.72
h	879.845
i	880.545
i	880.548
i	880.967
t	881.112
h	881.331
h	881.353
i	881.674
i	881.905
h	882.281
h	882.82
h	883.064
t	883.776
t	884.1
t	884.111
t	884.28
i	884.352
t	884.582
h	884.732
t	885.444
h	886.131
i	886.62
i	887.763
t	887.965
h	888.149
h	888.337
h	888.746
t	889.925
i	890.928
i	891.112
i	891.128
t	891.951
t	892.685
i	893.115
t	893.534
t	893.686
i	895.356
i	896.367
i	896.526
t	896.694
h	897.122
i	897.236
h	897.476
h	897.876
t	897.953
h	898.006
t	898.796
h	899.008
t	899.072
t	899.456
t	899.758
i	899.959
t	900.421
h	900.49
h	901.115
i	901.654
t	901.671
h	902.342
i	902.701
h	903.614
i	903.63
i	903.821
i	904.71
i	904.718
h	905.409
t	905.734
t	906.057
h	906.86
t	907.011
h	907.259
h	907.281
h	907.443
t	907.732
i	907.849
h	907.931
t	907.971
t	908.176
h	908.288
i	908.457
i	908.558
h	908.861
t	909.545
i	910.239
h	910.572
h	910.639
t	910.734
h	910.749
h	911.092
t	911.393
i	911.644
t	911.685
t	912.444
t	912.581
t	912.67
i	912.72
i	912.95
h	913.007
i	913.014
h	913.625
h	913.821
h	913.913
i	914.617
i	914.623
i	914.807
t	914.894
t	914.992
h	915.39
t	915.538
t	915.884
h	915.914
i	915.937
h	916.17
t	918.091
h	918.15
h	918.571
t	918.776
h	919.17
t	921.231
h	921.834
i	922.012
h	922.102
h	922.978
i	924.047
t	924.99
h	925.07
i	925.326
h	925.865
t	926.706
h	927.186
h	927.594
i	927.885
t	928.325
t	928.621
i	929.362
h	929.795
t	929.837
t	929.846
h	930.967
h	931.224
t	933.904
h	934.167
i	934.197
i	934.424
i	934.449
h	934.449
h	934.813
h	934.919
t	934.997
h	937.123
i	938.065
t	938.081
h	938.089
h	938.455
t	939.212
i	939.47
t	940.232
h	940.492
i	940.58
i	940.87
h	941.263
t	941.54
t	941.562
t	941.607
h	941.771
h	942.677
t	942.854
h	943.072
h	943.434
i	943.654
h	944.528
t	944.783
i	945.024
h	945.202
h	945.222
h	945.806
i	945.835
h	945.998
h	947.738
h	947.76
t	948.146
i	949.798
t	950.542
t	951.58
i	951.632
t	952.133
t	952.518
h	954.908
i	955
h	955.287
h	955.351
i	955.477
i	955.587
i	956.331
i	956.469
i	956.481
h	957.605
t	957.676
t	957.717
h	957.888
i	959.15
t	959.44
i	960.049
i	960.82
t	960.944
h	961.63
t	962.228
h	962.876
i	963.252
h	963.286
t	963.475
h	963.86
h	965.607
h	965.981
t	966.172
t	966.279
t	966.845
h	966.879
h	967.236
h	967.42
i	968.086
h	968.136
t	969.314
t	969.433
t	970.254
i	970.981
h	971.066
i	971.494
h	972.192
i	972.617
h	972.779
t	973.566
i	974.516
h	974.573
i	974.957
h	975.297
i	975.363
i	975.794
h	977.022
t	977.528
t	978.551
i	978.726
t	980.207
i	980.3
i	981.149
i	981.289
t	981.607
t	981.611
i	981.649
i	981.851
h	982.378
h	982.637
h	982.865
t	983.361
h	983.391
i	984.93
h	985.357
h	985.761
t	985.812
i	986.782
i	987.324
h	987.628
i	987.946
h	988.052
t	988.223
h	988.271
t	988.808
t	989.426
i	989.888
i	991.857
h	991.964
h	992.384
h	992.953
h	993.066
i	993.135
i	993.621
h	993.898
h	993.927
i	994.172
t	994.467
t	994.986
h	995.19
h	995.396
t	995.766
i	995.77
t	996.273
t	996.59
h	996.838
t	997.28
i	998.293
h	998.348
t	999.891
t	1000.36
h	1000.6
h	1000.71
h	1001.59
i	1003.86
